City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
296,Walvis Bay,NA,-22.9575,14.5053,58.42,88,8,5.79,clear sky
297,Port-Gentil,GA,-0.7193,8.7815,78.31,85,100,14.85,light rain
298,Plettenberg Bay,ZA,-34.0527,23.3716,57.67,80,56,3.0,broken clouds
299,Icatu,BR,-2.7758,-44.0658,82.83,90,99,6.64,overcast clouds
300,Smolenka,RU,52.1352,113.4974,17.67,49,15,11.18,few clouds
301,Luderitz,NA,-26.6481,15.1594,57.34,75,17,15.03,few clouds
302,Arnstadt,DE,50.8333,10.95,43.34,89,75,10.36,broken clouds
303,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,59.9,74,100,12.44,overcast clouds
304,Tubuala,PA,9.5167,-79.0333,79.34,83,37,5.86,scattered clouds
305,Baykit,RU,61.67,96.37,19.9,95,100,5.79,snow
306,Kovdor,RU,67.5662,30.4758,30.6,99,100,2.44,overcast clouds
307,Turbat,PK,26.0023,63.044,72.36,28,0,11.56,clear sky
308,Amapa,BR,1.0,-52.0,71.49,99,88,1.92,overcast clouds
309,Krasnogvardeyets,RU,52.6804,52.3635,31.95,49,100,15.73,overcast clouds
310,Husavik,IS,66.0449,-17.3389,30.11,84,97,8.3,overcast clouds
311,Pietarsaari,FI,63.65,22.6833,39.88,89,99,14.18,overcast clouds
312,Umm Kaddadah,SD,13.6017,26.6876,77.72,26,9,13.91,clear sky
313,Mweka,CD,-4.85,21.5667,66.99,96,99,1.43,overcast clouds
314,Itarema,BR,-2.9248,-39.9167,79.81,80,100,11.03,overcast clouds
315,Khatanga,RU,71.9667,102.5,5.63,93,100,19.48,overcast clouds
316,Kismayo,SO,-0.3582,42.5454,79.74,73,99,11.41,overcast clouds
317,Karcag,HU,47.3167,20.9333,42.8,78,84,4.63,broken clouds
318,Havelock,US,34.8791,-76.9013,50.95,72,100,1.99,overcast clouds
319,Sabha,LY,27.0377,14.4283,70.09,28,0,11.77,clear sky
320,Bucerias,MX,20.75,-105.3333,75.7,87,9,2.35,clear sky
321,Semey,KZ,50.4111,80.2275,18.93,68,91,12.55,overcast clouds
322,Bilma,NE,18.6853,12.9164,76.37,16,80,4.85,broken clouds
323,Barinas,VE,8.6226,-70.2075,67.69,72,60,4.41,broken clouds
324,Collie,AU,-33.3667,116.15,64.98,39,13,3.65,few clouds
325,Qaqortoq,GL,60.7167,-46.0333,27.1,90,52,7.56,broken clouds
326,Mafinga,TZ,-7.25,35.0667,70.23,49,59,2.37,broken clouds
327,Grand Gaube,MU,-20.0064,57.6608,76.37,77,1,4.0,clear sky
328,La Ronge,CA,55.1001,-105.2842,35.85,93,90,3.44,overcast clouds
329,Faanui,PF,-16.4833,-151.75,79.03,75,75,6.62,moderate rain
330,Sydney,AU,-33.8679,151.2073,84.34,65,20,1.99,few clouds
331,Koratagere,IN,13.5228,77.2331,71.47,91,89,6.67,overcast clouds
332,Souillac,MU,-20.5167,57.5167,76.35,94,75,3.44,broken clouds
333,Touros,BR,-5.1989,-35.4608,81.5,86,69,8.63,broken clouds
334,Hanna,CA,51.6334,-111.9018,42.82,56,13,5.01,few clouds
335,Dongobesh,TZ,-4.0667,35.3833,55.83,70,70,6.67,broken clouds
336,Codrington,AU,-38.2667,141.9667,62.01,89,100,14.16,moderate rain
337,Rio Grande,BR,-32.035,-52.0986,63.95,93,100,18.63,overcast clouds
338,Tabuk,PH,17.4189,121.4443,86.32,66,8,5.91,clear sky
339,Bo Phloi,TH,14.3236,99.5161,84.49,72,65,0.96,broken clouds
340,Ekibastuz,KZ,51.6667,75.3667,25.3,54,96,18.97,overcast clouds
341,Keti Bandar,PK,24.1447,67.4497,78.85,51,86,5.73,overcast clouds
342,Wajima,JP,37.4,136.9,65.08,59,40,6.91,scattered clouds
343,Bathsheba,BB,13.2167,-59.5167,81.21,78,75,16.11,broken clouds
344,Adrar,MR,20.5022,-10.0711,67.86,41,76,10.54,broken clouds
345,Ingham,US,42.6,-84.3833,39.15,80,1,0.0,clear sky
346,Vila Velha,BR,-20.3297,-40.2925,73.35,83,75,4.0,broken clouds
