City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
327,Kimberley,ZA,-28.7323,24.7623,66.06,19,100,8.7,overcast clouds
328,Sao Francisco,BR,-15.9486,-44.8644,74.75,79,100,4.0,overcast clouds
329,Ayan,RU,56.45,138.1667,28.42,95,100,12.77,snow
330,Yelbarga,IN,15.6333,76.0167,70.59,89,99,7.29,overcast clouds
331,Coihaique,CL,-45.5752,-72.0662,46.35,81,0,1.14,clear sky
332,Grand Gaube,MU,-20.0064,57.6608,71.38,84,2,3.0,clear sky
333,Camacha,PT,33.0833,-16.3333,65.62,49,75,18.41,broken clouds
334,Sarkand,KZ,45.41,79.9186,15.93,71,2,5.77,clear sky
335,Lixourion,GR,38.2019,20.4314,70.41,66,100,11.52,overcast clouds
336,Waitati,NZ,-45.75,170.5667,57.79,66,100,11.16,overcast clouds
337,Kruisfontein,ZA,-34.0033,24.7314,57.4,82,100,4.41,overcast clouds
338,Batagay-Alyta,RU,67.8006,130.4114,3.96,82,100,6.11,overcast clouds
339,Kaitangata,NZ,-46.2817,169.8464,58.93,72,100,12.66,overcast clouds
340,Paamiut,GL,61.994,-49.6678,27.09,80,86,14.43,overcast clouds
341,Tilichiki,RU,60.4667,166.1,10.24,92,93,3.56,overcast clouds
342,Te Anau,NZ,-45.4167,167.7167,65.71,56,92,2.51,overcast clouds
343,Saint-Francois,FR,46.4154,3.9054,38.68,100,0,2.3,clear sky
344,Pervomayskoye,RU,43.919,46.7102,49.62,65,9,20.38,clear sky
345,Saint-Junien,FR,45.8833,0.9,43.38,95,6,2.77,clear sky
